SolutionID,VehicleID,NumCustomers,NumStations,TravelTime,ServiceTime,ChargeTime,WaitTime,ActiveWorkload_A,TotalTime_H,Variant,Instance,Seed
36,12,6,2,203.84,0.0,0.0,0.0,203.84,203.84,FULL,r104_21,5
36,12,9,1,215.47,0.0,0.0,0.0,215.47,215.47,FULL,r104_21,5
37,0,8,2,214.94,0.0,0.0,0.0,214.94,214.94,FULL,r104_21,5
37,0,6,2,195.24,0.0,0.0,0.0,195.24,195.24,FULL,r104_21,5
37,12,9,1,212.27,0.0,0.0,0.0,212.27,212.27,FULL,r104_21,5
37,0,9,1,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
37,0,12,1,194.54,0.0,0.0,0.0,194.54,194.54,FULL,r104_21,5
37,12,9,2,210.59,0.0,0.0,0.0,210.59,210.59,FULL,r104_21,5
37,0,7,2,180.48,0.0,0.0,0.0,180.48,180.48,FULL,r104_21,5
37,0,8,1,218.77,0.0,0.0,0.0,218.77,218.77,FULL,r104_21,5
37,11,9,1,219.86,0.0,0.0,0.0,219.86,219.86,FULL,r104_21,5
37,14,8,1,215.62,0.0,0.0,0.0,215.62,215.62,FULL,r104_21,5
37,12,6,2,203.84,0.0,0.0,0.0,203.84,203.84,FULL,r104_21,5
37,12,9,1,215.47,0.0,0.0,0.0,215.47,215.47,FULL,r104_21,5
38,0,8,2,214.94,0.0,0.0,0.0,214.94,214.94,FULL,r104_21,5
38,0,6,2,195.24,0.0,0.0,0.0,195.24,195.24,FULL,r104_21,5
38,0,10,1,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
38,0,10,1,159.35,0.0,0.0,0.0,159.35,159.35,FULL,r104_21,5
38,12,8,1,202.0,0.0,0.0,0.0,202.0,202.0,FULL,r104_21,5
38,0,7,2,180.48,0.0,0.0,0.0,180.48,180.48,FULL,r104_21,5
38,0,9,1,227.98,0.0,0.0,0.0,227.98,227.98,FULL,r104_21,5
38,11,9,2,219.86,0.0,0.0,0.0,219.86,219.86,FULL,r104_21,5
38,14,8,1,215.62,0.0,0.0,0.0,215.62,215.62,FULL,r104_21,5
38,12,6,2,203.84,0.0,0.0,0.0,203.84,203.84,FULL,r104_21,5
38,12,10,1,228.25,0.0,0.0,0.0,228.25,228.25,FULL,r104_21,5
38,12,9,1,209.05,0.0,0.0,0.0,209.05,209.05,FULL,r104_21,5
39,0,8,2,214.94,0.0,0.0,0.0,214.94,214.94,FULL,r104_21,5
39,0,6,2,195.24,0.0,0.0,0.0,195.24,195.24,FULL,r104_21,5
39,10,9,1,215.47,0.0,0.0,0.0,215.47,215.47,FULL,r104_21,5
39,12,9,3,218.07,0.0,0.0,0.0,218.07,218.07,FULL,r104_21,5
39,0,10,1,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
39,0,8,2,218.34,0.0,0.0,0.0,218.34,218.34,FULL,r104_21,5
39,12,6,2,198.74,0.0,0.0,0.0,198.74,198.74,FULL,r104_21,5
39,0,7,2,180.48,0.0,0.0,0.0,180.48,180.48,FULL,r104_21,5
39,0,11,1,210.9,0.0,0.0,0.0,210.9,210.9,FULL,r104_21,5
39,11,9,1,219.86,0.0,0.0,0.0,219.86,219.86,FULL,r104_21,5
39,14,8,2,215.62,0.0,0.0,0.0,215.62,215.62,FULL,r104_21,5
39,12,9,2,206.19,0.0,0.0,0.0,206.19,206.19,FULL,r104_21,5
40,0,8,2,214.94,0.0,0.0,0.0,214.94,214.94,FULL,r104_21,5
40,0,6,2,195.24,0.0,0.0,0.0,195.24,195.24,FULL,r104_21,5
40,12,9,1,212.27,0.0,0.0,0.0,212.27,212.27,FULL,r104_21,5
40,0,9,1,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
40,0,12,1,194.54,0.0,0.0,0.0,194.54,194.54,FULL,r104_21,5
40,12,8,1,202.0,0.0,0.0,0.0,202.0,202.0,FULL,r104_21,5
40,0,7,2,180.48,0.0,0.0,0.0,180.48,180.48,FULL,r104_21,5
40,0,8,1,218.77,0.0,0.0,0.0,218.77,218.77,FULL,r104_21,5
40,11,9,1,219.86,0.0,0.0,0.0,219.86,219.86,FULL,r104_21,5
40,14,8,1,215.62,0.0,0.0,0.0,215.62,215.62,FULL,r104_21,5
40,12,6,2,203.84,0.0,0.0,0.0,203.84,203.84,FULL,r104_21,5
40,12,10,1,228.25,0.0,0.0,0.0,228.25,228.25,FULL,r104_21,5
41,0,8,2,214.94,0.0,0.0,0.0,214.94,214.94,FULL,r104_21,5
41,0,6,2,195.24,0.0,0.0,0.0,195.24,195.24,FULL,r104_21,5
41,12,9,1,212.27,0.0,0.0,0.0,212.27,212.27,FULL,r104_21,5
41,0,9,1,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
41,0,12,1,194.54,0.0,0.0,0.0,194.54,194.54,FULL,r104_21,5
41,12,8,1,202.0,0.0,0.0,0.0,202.0,202.0,FULL,r104_21,5
41,0,7,2,180.48,0.0,0.0,0.0,180.48,180.48,FULL,r104_21,5
41,0,8,1,218.77,0.0,0.0,0.0,218.77,218.77,FULL,r104_21,5
41,11,9,1,219.86,0.0,0.0,0.0,219.86,219.86,FULL,r104_21,5
41,14,8,1,215.62,0.0,0.0,0.0,215.62,215.62,FULL,r104_21,5
41,12,6,2,203.84,0.0,0.0,0.0,203.84,203.84,FULL,r104_21,5
41,12,10,1,228.25,0.0,0.0,0.0,228.25,228.25,FULL,r104_21,5
42,0,8,2,214.94,0.0,0.0,0.0,214.94,214.94,FULL,r104_21,5
42,0,6,2,195.24,0.0,0.0,0.0,195.24,195.24,FULL,r104_21,5
42,12,9,1,212.27,0.0,0.0,0.0,212.27,212.27,FULL,r104_21,5
42,0,9,1,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
42,0,12,1,194.54,0.0,0.0,0.0,194.54,194.54,FULL,r104_21,5
42,12,8,1,202.0,0.0,0.0,0.0,202.0,202.0,FULL,r104_21,5
42,0,7,2,180.48,0.0,0.0,0.0,180.48,180.48,FULL,r104_21,5
42,0,8,1,218.77,0.0,0.0,0.0,218.77,218.77,FULL,r104_21,5
42,11,9,1,219.86,0.0,0.0,0.0,219.86,219.86,FULL,r104_21,5
42,14,8,1,215.62,0.0,0.0,0.0,215.62,215.62,FULL,r104_21,5
42,12,6,2,203.84,0.0,0.0,0.0,203.84,203.84,FULL,r104_21,5
42,12,10,1,228.25,0.0,0.0,0.0,228.25,228.25,FULL,r104_21,5
43,0,8,2,214.94,0.0,0.0,0.0,214.94,214.94,FULL,r104_21,5
43,0,6,2,195.24,0.0,0.0,0.0,195.24,195.24,FULL,r104_21,5
43,12,9,1,212.27,0.0,0.0,0.0,212.27,212.27,FULL,r104_21,5
43,0,9,1,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
43,0,11,1,183.8,0.0,0.0,0.0,183.8,183.8,FULL,r104_21,5
43,12,8,1,202.0,0.0,0.0,0.0,202.0,202.0,FULL,r104_21,5
43,0,7,2,180.48,0.0,0.0,0.0,180.48,180.48,FULL,r104_21,5
43,0,9,1,228.77,0.0,0.0,0.0,228.77,228.77,FULL,r104_21,5
43,11,9,1,219.86,0.0,0.0,0.0,219.86,219.86,FULL,r104_21,5
43,14,8,1,215.62,0.0,0.0,0.0,215.62,215.62,FULL,r104_21,5
43,12,6,2,203.84,0.0,0.0,0.0,203.84,203.84,FULL,r104_21,5
43,12,10,1,228.25,0.0,0.0,0.0,228.25,228.25,FULL,r104_21,5
44,0,8,3,228.23,0.0,0.0,0.0,228.23,228.23,FULL,r104_21,5
44,0,8,2,216.03,0.0,0.0,0.0,216.03,216.03,FULL,r104_21,5
44,10,8,1,210.98,0.0,0.0,0.0,210.98,210.98,FULL,r104_21,5
44,0,9,1,223.48,0.0,0.0,0.0,223.48,223.48,FULL,r104_21,5
44,0,11,1,205.95,0.0,0.0,0.0,205.95,205.95,FULL,r104_21,5
44,12,8,2,225.84,0.0,0.0,0.0,225.84,225.84,FULL,r104_21,5
44,0,9,1,227.98,0.0,0.0,0.0,227.98,227.98,FULL,r104_21,5
44,9,9,2,190.52,0.0,0.0,0.0,190.52,190.52,FULL,r104_21,5
44,11,9,1,190.61,0.0,0.0,0.0,190.61,190.61,FULL,r104_21,5
44,14,10,0,204.46,0.0,0.0,0.0,204.46,204.46,FULL,r104_21,5
44,11,7,1,192.33,0.0,0.0,0.0,192.33,192.33,FULL,r104_21,5
44,11,4,0,183.28,0.0,0.0,0.0,183.28,183.28,FULL,r104_21,5
1,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
1,0,3,1,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
1,2,4,2,163.17,0.0,0.0,0.0,163.17,163.17,FULL,r105C15,1
1,3,3,1,211.74,0.0,0.0,0.0,211.74,211.74,FULL,r105C15,1
2,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
2,2,3,1,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
2,3,5,2,220.62,0.0,0.0,0.0,220.62,220.62,FULL,r105C15,1
2,0,2,0,163.17,0.0,0.0,0.0,163.17,163.17,FULL,r105C15,1
3,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
3,0,3,1,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
3,3,2,1,199.54,0.0,0.0,0.0,199.54,199.54,FULL,r105C15,1
3,3,5,1,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
4,4,3,3,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
4,3,2,1,163.17,0.0,0.0,0.0,163.17,163.17,FULL,r105C15,1
4,3,5,2,220.62,0.0,0.0,0.0,220.62,220.62,FULL,r105C15,1
4,4,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
5,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
5,3,2,1,199.54,0.0,0.0,0.0,199.54,199.54,FULL,r105C15,1
5,3,5,1,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
5,3,3,3,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
6,3,5,2,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
6,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
6,2,3,3,199.54,0.0,0.0,0.0,199.54,199.54,FULL,r105C15,1
6,3,2,1,225.48,0.0,0.0,0.0,225.48,225.48,FULL,r105C15,1
7,3,5,2,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
7,3,3,3,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
7,0,5,2,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
7,3,2,2,213.16,0.0,0.0,0.0,213.16,213.16,FULL,r105C15,1
8,4,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
8,0,3,2,225.81,0.0,0.0,0.0,225.81,225.81,FULL,r105C15,1
8,0,4,1,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
8,3,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
9,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
9,3,3,0,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
9,3,4,2,207.35,0.0,0.0,0.0,207.35,207.35,FULL,r105C15,1
9,3,3,1,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
10,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
10,0,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
10,0,5,2,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
10,0,2,2,226.34,0.0,0.0,0.0,226.34,226.34,FULL,r105C15,1
11,3,5,2,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
11,3,2,2,199.54,0.0,0.0,0.0,199.54,199.54,FULL,r105C15,1
11,0,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
11,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
12,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
12,0,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
12,0,4,2,163.17,0.0,0.0,0.0,163.17,163.17,FULL,r105C15,1
12,0,3,2,211.74,0.0,0.0,0.0,211.74,211.74,FULL,r105C15,1
13,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
13,0,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
13,0,5,2,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
13,0,2,2,199.54,0.0,0.0,0.0,199.54,199.54,FULL,r105C15,1
14,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
14,0,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
14,0,5,3,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
14,0,2,2,226.34,0.0,0.0,0.0,226.34,226.34,FULL,r105C15,1
15,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
15,0,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
15,0,4,3,163.17,0.0,0.0,0.0,163.17,163.17,FULL,r105C15,1
15,0,3,2,211.74,0.0,0.0,0.0,211.74,211.74,FULL,r105C15,1
16,4,3,3,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
16,3,3,1,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
16,3,4,2,207.35,0.0,0.0,0.0,207.35,207.35,FULL,r105C15,1
16,4,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
17,0,5,3,200.09,0.0,0.0,0.0,200.09,200.09,FULL,r105C15,1
17,0,3,2,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
17,0,5,3,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
17,0,2,2,199.54,0.0,0.0,0.0,199.54,199.54,FULL,r105C15,1
18,3,4,2,163.17,0.0,0.0,0.0,163.17,163.17,FULL,r105C15,1
18,3,3,3,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
18,0,5,2,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
18,3,3,2,226.75,0.0,0.0,0.0,226.75,226.75,FULL,r105C15,1
19,0,3,1,199.19,0.0,0.0,0.0,199.19,199.19,FULL,r105C15,1
19,0,5,1,189.45,0.0,0.0,0.0,189.45,189.45,FULL,r105C15,1
19,3,4,3,207.35,0.0,0.0,0.0,207.35,207.35,FULL,r105C15,1
19,3,3,2,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C15,1
1,3,2,2,209.32,0.0,0.0,0.0,209.32,209.32,FULL,r105C5,1
1,0,3,2,156.53,0.0,0.0,0.0,156.53,156.53,FULL,r105C5,1
2,0,2,2,154.87,0.0,0.0,0.0,154.87,154.87,FULL,r105C5,1
2,0,3,2,209.32,0.0,0.0,0.0,209.32,209.32,FULL,r105C5,1
3,1,2,3,154.87,0.0,0.0,0.0,154.87,154.87,FULL,r105C5,1
3,1,3,3,209.32,0.0,0.0,0.0,209.32,209.32,FULL,r105C5,1
4,1,2,3,199.06,0.0,0.0,0.0,199.06,199.06,FULL,r105C5,1
4,1,3,3,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C5,1
5,4,3,4,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C5,1
5,1,2,1,199.06,0.0,0.0,0.0,199.06,199.06,FULL,r105C5,1
6,1,3,3,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C5,1
6,1,2,1,199.06,0.0,0.0,0.0,199.06,199.06,FULL,r105C5,1
7,1,3,3,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C5,1
7,1,2,1,199.06,0.0,0.0,0.0,199.06,199.06,FULL,r105C5,1
8,1,3,5,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C5,1
8,1,2,2,199.06,0.0,0.0,0.0,199.06,199.06,FULL,r105C5,1
9,1,2,5,154.87,0.0,0.0,0.0,154.87,154.87,FULL,r105C5,1
9,1,3,2,209.32,0.0,0.0,0.0,209.32,209.32,FULL,r105C5,1
10,0,3,1,199.32,0.0,0.0,0.0,199.32,199.32,FULL,r105C5,1
10,1,2,2,199.06,0.0,0.0,0.0,199.06,199.06,FULL,r105C5,1
11,1,2,4,163.58,0.0,0.0,0.0,163.58,163.58,FULL,r105C5,1
11,1,3,3,209.32,0.0,0.0,0.0,209.32,209.32,FULL,r105C5,1
1,20,6,2,195.03,0.0,0.0,0.0,195.03,195.03,FULL,r105_21,1
1,42,7,1,220.54,0.0,0.0,0.0,220.54,220.54,FULL,r105_21,1
1,19,6,2,223.91,0.0,0.0,0.0,223.91,223.91,FULL,r105_21,1
1,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
1,16,9,2,210.07,0.0,0.0,0.0,210.07,210.07,FULL,r105_21,1
1,15,7,1,198.65,0.0,0.0,0.0,198.65,198.65,FULL,r105_21,1
1,0,6,2,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
1,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
1,12,7,1,186.82,0.0,0.0,0.0,186.82,186.82,FULL,r105_21,1
1,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
1,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
1,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
1,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
1,0,5,2,213.72,0.0,0.0,0.0,213.72,213.72,FULL,r105_21,1
1,15,7,2,187.04,0.0,0.0,0.0,187.04,187.04,FULL,r105_21,1
2,20,6,2,195.03,0.0,0.0,0.0,195.03,195.03,FULL,r105_21,1
2,42,7,1,220.54,0.0,0.0,0.0,220.54,220.54,FULL,r105_21,1
2,19,6,2,223.91,0.0,0.0,0.0,223.91,223.91,FULL,r105_21,1
2,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
2,16,9,2,210.07,0.0,0.0,0.0,210.07,210.07,FULL,r105_21,1
2,15,7,1,198.65,0.0,0.0,0.0,198.65,198.65,FULL,r105_21,1
2,0,6,2,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
2,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
2,12,7,1,186.82,0.0,0.0,0.0,186.82,186.82,FULL,r105_21,1
2,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
2,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
2,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
2,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
2,0,5,2,213.72,0.0,0.0,0.0,213.72,213.72,FULL,r105_21,1
2,15,7,2,187.04,0.0,0.0,0.0,187.04,187.04,FULL,r105_21,1
3,20,6,2,195.03,0.0,0.0,0.0,195.03,195.03,FULL,r105_21,1
3,42,7,1,220.54,0.0,0.0,0.0,220.54,220.54,FULL,r105_21,1
3,19,5,2,213.77,0.0,0.0,0.0,213.77,213.77,FULL,r105_21,1
3,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
3,16,9,2,210.07,0.0,0.0,0.0,210.07,210.07,FULL,r105_21,1
3,15,7,1,198.65,0.0,0.0,0.0,198.65,198.65,FULL,r105_21,1
3,0,6,2,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
3,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
3,12,7,1,186.82,0.0,0.0,0.0,186.82,186.82,FULL,r105_21,1
3,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
3,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
3,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
3,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
3,0,5,2,213.72,0.0,0.0,0.0,213.72,213.72,FULL,r105_21,1
3,15,8,3,216.41,0.0,0.0,0.0,216.41,216.41,FULL,r105_21,1
4,20,6,2,195.03,0.0,0.0,0.0,195.03,195.03,FULL,r105_21,1
4,42,7,1,220.54,0.0,0.0,0.0,220.54,220.54,FULL,r105_21,1
4,19,6,2,223.91,0.0,0.0,0.0,223.91,223.91,FULL,r105_21,1
4,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
4,16,9,2,210.07,0.0,0.0,0.0,210.07,210.07,FULL,r105_21,1
4,15,7,1,198.65,0.0,0.0,0.0,198.65,198.65,FULL,r105_21,1
4,0,6,2,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
4,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
4,12,7,1,186.82,0.0,0.0,0.0,186.82,186.82,FULL,r105_21,1
4,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
4,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
4,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
4,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
4,0,5,2,213.72,0.0,0.0,0.0,213.72,213.72,FULL,r105_21,1
4,15,7,2,187.04,0.0,0.0,0.0,187.04,187.04,FULL,r105_21,1
5,20,6,2,195.03,0.0,0.0,0.0,195.03,195.03,FULL,r105_21,1
5,42,7,1,220.54,0.0,0.0,0.0,220.54,220.54,FULL,r105_21,1
5,19,6,2,223.91,0.0,0.0,0.0,223.91,223.91,FULL,r105_21,1
5,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
5,16,9,2,210.07,0.0,0.0,0.0,210.07,210.07,FULL,r105_21,1
5,15,7,1,198.65,0.0,0.0,0.0,198.65,198.65,FULL,r105_21,1
5,0,6,2,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
5,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
5,12,7,1,186.82,0.0,0.0,0.0,186.82,186.82,FULL,r105_21,1
5,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
5,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
5,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
5,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
5,0,5,2,213.72,0.0,0.0,0.0,213.72,213.72,FULL,r105_21,1
5,15,7,2,187.04,0.0,0.0,0.0,187.04,187.04,FULL,r105_21,1
6,20,7,3,208.15,0.0,0.0,0.0,208.15,208.15,FULL,r105_21,1
6,19,5,2,213.77,0.0,0.0,0.0,213.77,213.77,FULL,r105_21,1
6,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
6,16,9,1,209.34,0.0,0.0,0.0,209.34,209.34,FULL,r105_21,1
6,15,9,2,208.76,0.0,0.0,0.0,208.76,208.76,FULL,r105_21,1
6,0,6,3,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
6,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
6,12,6,1,210.0,0.0,0.0,0.0,210.0,210.0,FULL,r105_21,1
6,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
6,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
6,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
6,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
6,0,4,1,189.72,0.0,0.0,0.0,189.72,189.72,FULL,r105_21,1
6,15,8,3,216.41,0.0,0.0,0.0,216.41,216.41,FULL,r105_21,1
6,15,6,1,178.0,0.0,0.0,0.0,178.0,178.0,FULL,r105_21,1
7,20,7,3,208.15,0.0,0.0,0.0,208.15,208.15,FULL,r105_21,1
7,19,6,1,223.91,0.0,0.0,0.0,223.91,223.91,FULL,r105_21,1
7,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
7,16,9,1,209.34,0.0,0.0,0.0,209.34,209.34,FULL,r105_21,1
7,15,9,2,208.76,0.0,0.0,0.0,208.76,208.76,FULL,r105_21,1
7,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
7,12,6,1,210.0,0.0,0.0,0.0,210.0,210.0,FULL,r105_21,1
7,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
7,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
7,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
7,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
7,0,4,1,189.72,0.0,0.0,0.0,189.72,189.72,FULL,r105_21,1
7,15,7,2,187.04,0.0,0.0,0.0,187.04,187.04,FULL,r105_21,1
7,15,7,1,179.85,0.0,0.0,0.0,179.85,179.85,FULL,r105_21,1
7,15,5,2,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
8,20,7,3,208.15,0.0,0.0,0.0,208.15,208.15,FULL,r105_21,1
8,19,5,1,213.77,0.0,0.0,0.0,213.77,213.77,FULL,r105_21,1
8,20,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
8,16,9,1,208.52,0.0,0.0,0.0,208.52,208.52,FULL,r105_21,1
8,15,9,2,208.76,0.0,0.0,0.0,208.76,208.76,FULL,r105_21,1
8,0,8,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
8,12,6,1,210.0,0.0,0.0,0.0,210.0,210.0,FULL,r105_21,1
8,16,7,2,213.85,0.0,0.0,0.0,213.85,213.85,FULL,r105_21,1
8,16,8,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
8,16,6,1,201.57,0.0,0.0,0.0,201.57,201.57,FULL,r105_21,1
8,0,5,0,171.47,0.0,0.0,0.0,171.47,171.47,FULL,r105_21,1
8,0,4,1,189.72,0.0,0.0,0.0,189.72,189.72,FULL,r105_21,1
8,15,8,3,216.41,0.0,0.0,0.0,216.41,216.41,FULL,r105_21,1
8,15,7,1,179.85,0.0,0.0,0.0,179.85,179.85,FULL,r105_21,1
8,15,5,2,210.29,0.0,0.0,0.0,210.29,210.29,FULL,r105_21,1
9,19,7,1,223.91,0.0,0.0,0.0,223.91,223.91,FULL,r105_21,1
9,16,6,1,218.89,0.0,0.0,0.0,218.89,218.89,FULL,r105_21,1
9,15,7,2,210.0,0.0,0.0,0.0,210.0,210.0,FULL,r105_21,1
9,0,7,2,222.68,0.0,0.0,0.0,222.68,222.68,FULL,r105_21,1
9,12,8,1,208.76,0.0,0.0,0.0,208.76,208.76,FULL,r105_21,1
9,16,6,4,216.35,0.0,0.0,0.0,216.35,216.35,FULL,r105_21,1
9,16,7,2,209.8,0.0,0.0,0.0,209.8,209.8,FULL,r105_21,1
