instance,n_customers,n_stations,horizon,battery,capacity,charge_rate_g,tw_min,tw_max,tw_mean,tw_median,tw_tight_pct,tw_medium_pct,tw_wide_pct,total_demand,demand_mean,demand_max,demand_density,min_veh_demand,tw_looseness,battery_ratio,demand_per_cap,full_charge_time,charge_burden,spatial_spread,avg_nn_dist,avg_dist_to_station,stations_reachable,avg_stations_reachable_from_cust,complexity_score,tw_class,cap_class,suggested_vrFreq_multiplier,suggested_station_topK,suggested_frv_attempts_scale
rc201_21,100,21,960.0,211.04,1000.0,0.14,120.0,120.0,120.0,120.0,1.0,0.0,0.0,1724.0,17.24,40.0,1.724,2,0.125,0.21983333333333333,0.01724,29.5456,0.030776666666666667,32.69259760473897,4.6244264589413175,9.163183007403301,21,20.99,2.6702699999999995,MEDIUM,HIGH,1.27,1,0.57
rc202C15,15,5,960.0,77.75,1000.0,0.39,120.0,911.0,225.0,120.0,0.8666666666666667,0.0,0.13333333333333333,233.0,15.533333333333333,40.0,0.233,1,0.234375,0.08098958333333334,0.015533333333333333,30.3225,0.0315859375,31.29311010993636,10.976735165550517,12.045050273750876,5,2.4,2.7935427083333333,MEDIUM,HIGH,1.33,3,0.53
rc202_21,100,21,960.0,273.13,1000.0,0.11,120.0,937.0,319.09,120.0,0.75,0.0,0.25,1724.0,17.24,40.0,1.724,2,0.33238541666666666,0.28451041666666665,0.01724,30.0443,0.03129614583333333,32.69259760473897,4.6244264589413175,9.163183007403301,21,21.0,3.3894418749999997,WIDE,HIGH,1.61,1,0.57
rc203_21,100,21,960.0,209.92,1000.0,0.14,120.0,942.0,517.0,891.0,0.5,0.0,0.5,1724.0,17.24,40.0,1.724,2,0.5385416666666667,0.21866666666666665,0.01724,29.3888,0.030613333333333333,32.69259760473897,4.6244264589413175,9.163183007403301,21,20.98,3.909145,WIDE,HIGH,1.86,1,0.57
rc204C15,15,7,960.0,77.75,1000.0,0.39,120.0,935.0,700.5333333333333,910.0,0.26666666666666666,0.0,0.7333333333333333,287.0,19.133333333333333,40.0,0.287,1,0.7297222222222222,0.08098958333333334,0.019133333333333332,30.3225,0.0315859375,30.216790718926465,10.874030391381954,12.081890767487392,7,3.8,4.272384375,WIDE,HIGH,2.03,3,0.53
rc204C5,5,4,960.0,77.75,1000.0,0.39,120.0,937.0,756.2,909.0,0.2,0.0,0.8,130.0,26.0,40.0,0.13,1,0.7877083333333333,0.08098958333333334,0.026,30.3225,0.0315859375,30.057483183439313,16.640844626047606,17.10047238952771,4,2.6,4.432609375,WIDE,HIGH,2.11,3,0.53
rc204_21,100,21,960.0,159.68,1000.0,0.19,120.0,942.0,716.86,910.0,0.25,0.0,0.75,1724.0,17.24,40.0,1.724,2,0.7467291666666667,0.16633333333333333,0.01724,30.3392,0.03160333333333334,32.69259760473897,4.6244264589413175,9.163183007403301,21,19.42,4.4552075,WIDE,HIGH,2.12,1,0.57
rc205C10,10,4,960.0,77.75,1000.0,0.39,0.0,618.0,201.3,162.0,0.5,0.3,0.2,154.0,15.4,26.0,0.154,1,0.2096875,0.08098958333333334,0.0154,30.3225,0.0315859375,31.50309974951575,17.679493921719498,16.02559241847637,4,1.8,2.7197468750000002,MEDIUM,HIGH,1.3,3,0.53
rc205_21,100,21,960.0,194.58,1000.0,0.15,0.0,629.0,254.31,252.0,0.22,0.65,0.13,1724.0,17.24,40.0,1.724,2,0.26490625,0.20268750000000002,0.01724,29.187,0.030403125,32.69259760473897,4.6244264589413175,9.163183007403301,21,20.85,3.06427,WIDE,HIGH,1.46,1,0.57
rc206_21,100,21,960.0,229.26,1000.0,0.13,240.0,240.0,240.0,240.0,0.0,1.0,0.0,1724.0,17.24,40.0,1.724,2,0.25,0.23881249999999998,0.01724,29.8038,0.031045625,32.69259760473897,4.6244264589413175,9.163183007403301,21,21.0,3.0737387499999995,WIDE,HIGH,1.46,1,0.57
rc207_21,100,21,960.0,212.23,1000.0,0.14,0.0,759.0,382.04,382.0,0.03,0.56,0.41,1724.0,17.24,40.0,1.724,2,0.39795833333333336,0.22107291666666665,0.01724,29.712200000000003,0.030950208333333337,32.69259760473897,4.6244264589413175,9.163183007403301,21,21.0,3.491004375,WIDE,HIGH,1.66,1,0.57
rc208C5,5,3,960.0,77.75,1000.0,0.39,390.0,573.0,488.6,488.0,0.0,0.2,0.8,82.0,16.4,26.0,0.082,1,0.5089583333333334,0.08098958333333334,0.0164,30.3225,0.0315859375,23.30839550403662,20.606981770873,10.72672946370616,3,1.8,3.6155593750000006,WIDE,HIGH,1.72,3,0.53
rc208_21,100,21,960.0,165.63,1000.0,0.18,312.0,649.0,483.84,484.0,0.0,0.08,0.92,1724.0,17.24,40.0,1.724,2,0.504,0.17253125,0.01724,29.813399999999998,0.031055624999999996,32.69259760473897,4.6244264589413175,9.163183007403301,21,19.93,3.736316875,WIDE,HIGH,1.78,1,0.57
